Year,P&L Line,Geography,Operating Unit,Global Categories,Mapping,USD (Millions),Local Currency (Millions)
2022,Net Revenue,ASPOU Non-T40,ASP OU,Prepared Coffee,4,0.0000,0.0000
2022,Net Revenue,ASPOU Non-T40,ASP OU,Prepared Coffee,4,0.0000,0.0000
2022,Net Revenue,Australia,ASP OU,Prepared Coffee,4,0.0000,0.0000
2022,Net Revenue,Thailand,ASP OU,Prepared Coffee,4,0.0000,0.0000
2022,Net Revenue,Indonesia,ASP OU,Prepared Coffee,4,0.0000,0.0000
2022,Net Revenue,Philippines,ASP OU,Prepared Coffee,4,0.0000,0.0000
2022,Net Revenue,Viet Nam,ASP OU,Prepared Coffee,4,0.0000,0.0000
2022,COGS,ASP OU,ASP OU,Prepared Coffee,5,0.0000,0.0000
2022,COGS,ASPOU Non-T40,ASP OU,Prepared Coffee,5,0.0000,0.0000
2022,COGS,ASPOU Non-T40,ASP OU,Prepared Coffee,5,0.0000,0.0000
2022,COGS,Australia,ASP OU,Prepared Coffee,5,0.0000,0.0000
2022,COGS,Thailand,ASP OU,Prepared Coffee,5,0.0000,0.0000
2022,COGS,Indonesia,ASP OU,Prepared Coffee,5,0.0000,0.0000
2022,COGS,Philippines,ASP OU,Prepared Coffee,5,0.0000,0.0000
2022,COGS,Viet Nam,ASP OU,Prepared Coffee,5,0.0000,0.0000
2022,Operating Expenses,ASP OU,ASP OU,Prepared Coffee,9,0.0000,0.0000
2022,Operating Expenses,ASPOU Non-T40,ASP OU,Prepared Coffee,9,0.0000,0.0000
2022,Operating Expenses,ASPOU Non-T40,ASP OU,Prepared Coffee,9,0.0000,0.0000
2022,Operating Expenses,Australia,ASP OU,Prepared Coffee,9,0.0000,0.0000
2022,Operating Expenses,Thailand,ASP OU,Prepared Coffee,9,0.0000,0.0000
2022,Operating Expenses,Indonesia,ASP OU,Prepared Coffee,9,0.0000,0.0000
2022,Operating Expenses,Philippines,ASP OU,Prepared Coffee,9,0.0000,0.0000
2022,Operating Expenses,Viet Nam,ASP OU,Prepared Coffee,9,0.0000,0.0000
2022,Operating Income,ASP OU,ASP OU,Other Categories,10,-150.8268,-65122.6631
2022,Operating Income,ASPOU Non-T40,ASP OU,Other Categories,10,-130.2172,-130.2172
2022,Operating Income,ASPOU Non-T40,ASP OU,Other Categories,10,-2.5845,-965.7168
2022,Operating Income,Australia,ASP OU,Other Categories,10,-5.8742,-8.1373
2022,Operating Income,Thailand,ASP OU,Other Categories,10,-1.7937,-58.4993
2022,Operating Income,Indonesia,ASP OU,Other Categories,10,-2.4520,-35460.2728
2022,Operating Income,Philippines,ASP OU,Other Categories,10,-6.6714,-344.7035
2022,Operating Income,Viet Nam,ASP OU,Other Categories,10,-1.2338,-28155.1162
2022,Brand Contribution,ASP OU,ASP OU,Other Categories,8,-1.4347,33.3834
2022,Brand Contribution,ASPOU Non-T40,ASP OU,Other Categories,8,-3.3363,-3.3363
2022,Brand Contribution,ASPOU Non-T40,ASP OU,Other Categories,8,0.2491,0.3784
2022,Brand Contribution,Australia,ASP OU,Other Categories,8,1.6498,2.2720
2022,Brand Contribution,Thailand,ASP OU,Other Categories,8,0.0000,0.0000
2022,Brand Contribution,Indonesia,ASP OU,Other Categories,8,0.0024,34.0520
2022,Brand Contribution,Philippines,ASP OU,Other Categories,8,0.0003,0.0173
2022,Brand Contribution,Viet Nam,ASP OU,Other Categories,8,0.0000,0.0000
2022,DME,ASP OU,ASP OU,Other Categories,7,-0.0001,-0.0001
2022,DME,ASPOU Non-T40,ASP OU,Other Categories,7,-0.0001,-0.0001
2022,DME,ASPOU Non-T40,ASP OU,Other Categories,7,0.0000,0.0000
2022,DME,Australia,ASP OU,Other Categories,7,0.0000,0.0000
2022,DME,Thailand,ASP OU,Other Categories,7,0.0000,0.0000
2022,DME,Indonesia,ASP OU,Other Categories,7,0.0000,0.0000
2022,DME,Philippines,ASP OU,Other Categories,7,0.0000,0.0000
2022,DME,Viet Nam,ASP OU,Other Categories,7,0.0000,0.0000
2022,Gross Profit,ASP OU,ASP OU,Other Categories,6,-1.4347,33.3833
2022,Gross Profit,ASPOU Non-T40,ASP OU,Other Categories,6,-3.3363,-3.3363
2022,Gross Profit,ASPOU Non-T40,ASP OU,Other Categories,6,0.2491,0.3784
2022,Gross Profit,Australia,ASP OU,Other Categories,6,1.6498,2.2720
2022,Gross Profit,Thailand,ASP OU,Other Categories,6,0.0000,0.0000
2022,Gross Profit,Indonesia,ASP OU,Other Categories,6,0.0024,34.0520
2022,Gross Profit,Philippines,ASP OU,Other Categories,6,0.0003,0.0173
2022,Gross Profit,Viet Nam,ASP OU,Other Categories,6,0.0000,0.0000
2022,Net Revenue,ASP OU,ASP OU,Other Categories,4,1.8793,36.6855
2022,Net Revenue,ASPOU Non-T40,ASP OU,Other Categories,4,0.0000,0.0000
2022,Net Revenue,ASPOU Non-T40,ASP OU,Other Categories,4,0.2376,0.3594
2022,Net Revenue,Australia,ASP OU,Other Categories,4,1.6390,2.2569
2022,Net Revenue,Thailand,ASP OU,Other Categories,4,0.0000,0.0000
2022,Net Revenue,Indonesia,ASP OU,Other Categories,4,0.0024,34.0520
2022,Net Revenue,Philippines,ASP OU,Other Categories,4,0.0003,0.0173
2022,Net Revenue,Viet Nam,ASP OU,Other Categories,4,0.0000,0.0000
2022,COGS,ASP OU,ASP OU,Other Categories,5,3.3141,3.3022
2022,COGS,ASPOU Non-T40,ASP OU,Other Categories,5,3.3363,3.3363
2022,COGS,ASPOU Non-T40,ASP OU,Other Categories,5,-0.0115,-0.0190
2022,COGS,Australia,ASP OU,Other Categories,5,-0.0108,-0.0151
2022,COGS,Thailand,ASP OU,Other Categories,5,0.0000,0.0000
2022,COGS,Indonesia,ASP OU,Other Categories,5,0.0000,0.0000
2022,COGS,Philippines,ASP OU,Other Categories,5,0.0000,0.0000
2022,COGS,Viet Nam,ASP OU,Other Categories,5,0.0000,0.0000
2022,Operating Expenses,ASP OU,ASP OU,Other Categories,9,149.3922,65156.0465
2022,Operating Expenses,ASPOU Non-T40,ASP OU,Other Categories,9,126.8809,126.8809
2022,Operating Expenses,ASPOU Non-T40,ASP OU,Other Categories,9,2.8337,966.0951
2022,Operating Expenses,Australia,ASP OU,Other Categories,9,7.5239,10.4093
2022,Operating Expenses,Thailand,ASP OU,Other Categories,9,1.7937,58.4993
2022,Operating Expenses,Indonesia,ASP OU,Other Categories,9,2.4544,35494.3248
2022,Operating Expenses,Philippines,ASP OU,Other Categories,9,6.6718,344.7208
2022,Operating Expenses,Viet Nam,ASP OU,Other Categories,9,1.2338,28155.1162
2022,Unit Cases (UCS),ASP OU,ASP OU,Total Category,1,1692.6011,1692.6011
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Total Category,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Total Category,1,0.0000,0.0000
2022,Unit Cases (UCS),Australia,ASP OU,Total Category,1,290.5109,290.5109
2022,Unit Cases (UCS),Thailand,ASP OU,Total Category,1,426.8664,426.8664
2022,Unit Cases (UCS),Indonesia,ASP OU,Total Category,1,188.9396,188.9396
2022,Unit Cases (UCS),Philippines,ASP OU,Total Category,1,638.5939,638.5939
2022,Unit Cases (UCS),Viet Nam,ASP OU,Total Category,1,147.6903,147.6903
2022,Unit Cases (UCS),ASP OU,ASP OU,Coca-Cola,1,893.1816,893.1816
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Coca-Cola,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Coca-Cola,1,0.0000,0.0000
2022,Unit Cases (UCS),Australia,ASP OU,Coca-Cola,1,174.0273,174.0273
2022,Unit Cases (UCS),Thailand,ASP OU,Coca-Cola,1,226.1753,226.1753
2022,Unit Cases (UCS),Indonesia,ASP OU,Coca-Cola,1,33.1231,33.1231
2022,Unit Cases (UCS),Philippines,ASP OU,Coca-Cola,1,369.3241,369.3241
2022,Unit Cases (UCS),Viet Nam,ASP OU,Coca-Cola,1,90.5318,90.5318
2022,Unit Cases (UCS),ASP OU,ASP OU,Sparkling Flavors,1,428.5553,428.5553
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Sparkling Flavors,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Sparkling Flavors,1,0.0000,0.0000
2022,Unit Cases (UCS),Australia,ASP OU,Sparkling Flavors,1,46.1195,46.1195
2022,Unit Cases (UCS),Thailand,ASP OU,Sparkling Flavors,1,95.8256,95.8256
2022,Unit Cases (UCS),Indonesia,ASP OU,Sparkling Flavors,1,101.5945,101.5945
2022,Unit Cases (UCS),Philippines,ASP OU,Sparkling Flavors,1,167.9614,167.9614
2022,Unit Cases (UCS),Viet Nam,ASP OU,Sparkling Flavors,1,17.0544,17.0544
2022,Unit Cases (UCS),ASP OU,ASP OU,Packaged Water,1,262.9505,262.9505
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Packaged Water,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Packaged Water,1,0.0000,0.0000
2022,Unit Cases (UCS),Australia,ASP OU,Packaged Water,1,37.5648,37.5648
2022,Unit Cases (UCS),Thailand,ASP OU,Packaged Water,1,102.0072,102.0072
2022,Unit Cases (UCS),Indonesia,ASP OU,Packaged Water,1,16.0217,16.0217
2022,Unit Cases (UCS),Philippines,ASP OU,Packaged Water,1,85.9019,85.9019
2022,Unit Cases (UCS),Viet Nam,ASP OU,Packaged Water,1,21.4548,21.4548
2022,Unit Cases (UCS),ASP OU,ASP OU,Enhanced Water Beverages,1,2.4940,2.4940
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Enhanced Water Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Enhanced Water Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),Australia,ASP OU,Enhanced Water Beverages,1,2.4940,2.4940
2022,Unit Cases (UCS),Thailand,ASP OU,Enhanced Water Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),Indonesia,ASP OU,Enhanced Water Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),Philippines,ASP OU,Enhanced Water Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),Viet Nam,ASP OU,Enhanced Water Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),ASP OU,ASP OU,Advanced Hydration,1,13.8863,13.8863
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Advanced Hydration,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Advanced Hydration,1,0.0000,0.0000
2022,Unit Cases (UCS),Australia,ASP OU,Advanced Hydration,1,12.4857,12.4857
2022,Unit Cases (UCS),Thailand,ASP OU,Advanced Hydration,1,0.0000,0.0000
2022,Unit Cases (UCS),Indonesia,ASP OU,Advanced Hydration,1,0.0000,0.0000
2022,Unit Cases (UCS),Philippines,ASP OU,Advanced Hydration,1,0.3332,0.3332
2022,Unit Cases (UCS),Viet Nam,ASP OU,Advanced Hydration,1,1.0673,1.0673
2022,Unit Cases (UCS),ASP OU,ASP OU,RTD Coffee,1,0.9868,0.9868
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,RTD Coffee,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,RTD Coffee,1,0.0000,0.0000
2022,Unit Cases (UCS),Australia,ASP OU,RTD Coffee,1,0.9013,0.9013
2022,Unit Cases (UCS),Thailand,ASP OU,RTD Coffee,1,0.0000,0.0000
2022,Unit Cases (UCS),Indonesia,ASP OU,RTD Coffee,1,0.0000,0.0000
2022,Unit Cases (UCS),Philippines,ASP OU,RTD Coffee,1,0.0000,0.0000
2022,Unit Cases (UCS),Viet Nam,ASP OU,RTD Coffee,1,0.0854,0.0854
2022,Unit Cases (UCS),ASP OU,ASP OU,Tea,1,27.4935,27.4935
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Tea,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Tea,1,0.0000,0.0000
2022,Unit Cases (UCS),Australia,ASP OU,Tea,1,1.1212,1.1212
2022,Unit Cases (UCS),Thailand,ASP OU,Tea,1,0.0000,0.0000
2022,Unit Cases (UCS),Indonesia,ASP OU,Tea,1,21.8327,21.8327
2022,Unit Cases (UCS),Philippines,ASP OU,Tea,1,1.5239,1.5239
2022,Unit Cases (UCS),Viet Nam,ASP OU,Tea,1,3.0157,3.0157
2022,Unit Cases (UCS),ASP OU,ASP OU,Juice Drinks,1,28.3884,28.3884
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Juice Drinks,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Juice Drinks,1,0.0000,0.0000
2022,Unit Cases (UCS),Australia,ASP OU,Juice Drinks,1,1.5723,1.5723
2022,Unit Cases (UCS),Thailand,ASP OU,Juice Drinks,1,0.2982,0.2982
2022,Unit Cases (UCS),Indonesia,ASP OU,Juice Drinks,1,10.8428,10.8428
2022,Unit Cases (UCS),Philippines,ASP OU,Juice Drinks,1,11.9446,11.9446
2022,Unit Cases (UCS),Viet Nam,ASP OU,Juice Drinks,1,3.7305,3.7305
2022,Unit Cases (UCS),ASP OU,ASP OU,Juices/Nectars,1,3.8374,3.8374
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Juices/Nectars,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Juices/Nectars,1,0.0000,0.0000
2022,Unit Cases (UCS),Australia,ASP OU,Juices/Nectars,1,1.2773,1.2773
2022,Unit Cases (UCS),Thailand,ASP OU,Juices/Nectars,1,2.5601,2.5601
2022,Unit Cases (UCS),Indonesia,ASP OU,Juices/Nectars,1,0.0000,0.0000
2022,Unit Cases (UCS),Philippines,ASP OU,Juices/Nectars,1,0.0000,0.0000
2022,Unit Cases (UCS),Viet Nam,ASP OU,Juices/Nectars,1,0.0000,0.0000
2022,Unit Cases (UCS),ASP OU,ASP OU,Dairy Beverages,1,17.3333,17.3333
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Dairy Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Dairy Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),Australia,ASP OU,Dairy Beverages,1,0.8418,0.8418
2022,Unit Cases (UCS),Thailand,ASP OU,Dairy Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),Indonesia,ASP OU,Dairy Beverages,1,5.5248,5.5248
2022,Unit Cases (UCS),Philippines,ASP OU,Dairy Beverages,1,1.1874,1.1874
2022,Unit Cases (UCS),Viet Nam,ASP OU,Dairy Beverages,1,9.7793,9.7793
2022,Unit Cases (UCS),ASP OU,ASP OU,Energy,1,13.0768,13.0768
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Energy,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Energy,1,0.0000,0.0000
2022,Unit Cases (UCS),Australia,ASP OU,Energy,1,12.1057,12.1057
2022,Unit Cases (UCS),Thailand,ASP OU,Energy,1,0.0000,0.0000
2022,Unit Cases (UCS),Indonesia,ASP OU,Energy,1,0.0000,0.0000
2022,Unit Cases (UCS),Philippines,ASP OU,Energy,1,0.0000,0.0000
2022,Unit Cases (UCS),Viet Nam,ASP OU,Energy,1,0.9711,0.9711
2022,Unit Cases (UCS),ASP OU,ASP OU,Plant Based Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Plant Based Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Plant Based Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),Australia,ASP OU,Plant Based Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),Thailand,ASP OU,Plant Based Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),Indonesia,ASP OU,Plant Based Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),Philippines,ASP OU,Plant Based Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),Viet Nam,ASP OU,Plant Based Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),ASP OU,ASP OU,Other Alcoholic Beverages,1,0.4173,0.4173
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Other Alcoholic Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),Australia,ASP OU,Other Alcoholic Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),Thailand,ASP OU,Other Alcoholic Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),Indonesia,ASP OU,Other Alcoholic Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),Philippines,ASP OU,Other Alcoholic Beverages,1,0.4173,0.4173
2022,Unit Cases (UCS),Viet Nam,ASP OU,Other Alcoholic Beverages,1,0.0000,0.0000
2022,Unit Cases (UCS),ASP OU,ASP OU,NRTD Coffee,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,NRTD Coffee,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,NRTD Coffee,1,0.0000,0.0000
2022,Unit Cases (UCS),Australia,ASP OU,NRTD Coffee,1,0.0000,0.0000
2022,Unit Cases (UCS),Thailand,ASP OU,NRTD Coffee,1,0.0000,0.0000
2022,Unit Cases (UCS),Indonesia,ASP OU,NRTD Coffee,1,0.0000,0.0000
2022,Unit Cases (UCS),Philippines,ASP OU,NRTD Coffee,1,0.0000,0.0000
2022,Unit Cases (UCS),Viet Nam,ASP OU,NRTD Coffee,1,0.0000,0.0000
2022,Unit Cases (UCS),ASP OU,ASP OU,Tea,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Tea,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Tea,1,0.0000,0.0000
2022,Unit Cases (UCS),Australia,ASP OU,Tea,1,0.0000,0.0000
2022,Unit Cases (UCS),Thailand,ASP OU,Tea,1,0.0000,0.0000
2022,Unit Cases (UCS),Indonesia,ASP OU,Tea,1,0.0000,0.0000
2022,Unit Cases (UCS),Philippines,ASP OU,Tea,1,0.0000,0.0000
2022,Unit Cases (UCS),Viet Nam,ASP OU,Tea,1,0.0000,0.0000
2022,Unit Cases (UCS),ASP OU,ASP OU,Prepared Coffee,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Prepared Coffee,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Prepared Coffee,1,0.0000,0.0000
2022,Unit Cases (UCS),Australia,ASP OU,Prepared Coffee,1,0.0000,0.0000
2022,Unit Cases (UCS),Thailand,ASP OU,Prepared Coffee,1,0.0000,0.0000
2022,Unit Cases (UCS),Indonesia,ASP OU,Prepared Coffee,1,0.0000,0.0000
2022,Unit Cases (UCS),Philippines,ASP OU,Prepared Coffee,1,0.0000,0.0000
2022,Unit Cases (UCS),Viet Nam,ASP OU,Prepared Coffee,1,0.0000,0.0000
2022,Unit Cases (UCS),ASP OU,ASP OU,Other Categories,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Other Categories,1,0.0000,0.0000
2022,Unit Cases (UCS),ASPOU Non-T40,ASP OU,Other Categories,1,0.0000,0.0000
2022,Unit Cases (UCS),Australia,ASP OU,Other Categories,1,0.0000,0.0000
2022,Unit Cases (UCS),Thailand,ASP OU,Other Categories,1,0.0000,0.0000
2022,Unit Cases (UCS),Indonesia,ASP OU,Other Categories,1,0.0000,0.0000
2022,Unit Cases (UCS),Philippines,ASP OU,Other Categories,1,0.0000,0.0000
2022,Unit Cases (UCS),Viet Nam,ASP OU,Other Categories,1,0.0000,0.0000
2022,Gross Revenue,ASP OU,ASP OU,Total Category,2,1301.2676,3457377.3246
2022,Gross Revenue,ASPOU Non-T40,ASP OU,Total Category,2,-14.7607,-14.7607
2022,Gross Revenue,ASPOU Non-T40,ASP OU,Total Category,2,231.6861,47124.1583
2022,Gross Revenue,Australia,ASP OU,Total Category,2,329.1742,455.5368
2022,Gross Revenue,Thailand,ASP OU,Total Category,2,239.7148,7824.8382
2022,Gross Revenue,Indonesia,ASP OU,Total Category,2,90.2227,1303886.4934
2022,Gross Revenue,Philippines,ASP OU,Total Category,2,334.0235,17248.2246
2022,Gross Revenue,Viet Nam,ASP OU,Total Category,2,91.2069,2080852.8340
2022,Gross Revenue,ASP OU,ASP OU,Coca-Cola,2,761.0465,1722276.0792
2022,Gross Revenue,ASPOU Non-T40,ASP OU,Coca-Cola,2,-7.6267,-7.6267
2022,Gross Revenue,ASPOU Non-T40,ASP OU,Coca-Cola,2,124.5903,19485.1773
2022,Gross Revenue,Australia,ASP OU,Coca-Cola,2,230.1804,318.4766
2022,Gross Revenue,Thailand,ASP OU,Coca-Cola,2,149.9321,4895.8164
2022,Gross Revenue,Indonesia,ASP OU,Coca-Cola,2,15.8213,228719.6634
2022,Gross Revenue,Philippines,ASP OU,Coca-Cola,2,184.1820,9510.4957
2022,Gross Revenue,Viet Nam,ASP OU,Coca-Cola,2,63.9671,1459354.0765
2022,Gross Revenue,ASP OU,ASP OU,Sparkling Flavors,2,358.4323,1060027.9465
2022,Gross Revenue,ASPOU Non-T40,ASP OU,Sparkling Flavors,2,-4.1317,-4.1317
2022,Gross Revenue,ASPOU Non-T40,ASP OU,Sparkling Flavors,2,63.1304,25159.7496
2022,Gross Revenue,Australia,ASP OU,Sparkling Flavors,2,34.1519,47.2972
2022,Gross Revenue,Thailand,ASP OU,Sparkling Flavors,2,79.5917,2597.2589
2022,Gross Revenue,Indonesia,ASP OU,Sparkling Flavors,2,53.1357,767818.9515
2022,Gross Revenue,Philippines,ASP OU,Sparkling Flavors,2,121.2414,6261.8527
2022,Gross Revenue,Viet Nam,ASP OU,Sparkling Flavors,2,11.3130,258146.9683
2022,Gross Revenue,ASP OU,ASP OU,Packaged Water,2,26.0812,24852.7692
2022,Gross Revenue,ASPOU Non-T40,ASP OU,Packaged Water,2,-2.0459,-2.0459
2022,Gross Revenue,ASPOU Non-T40,ASP OU,Packaged Water,2,5.1214,1275.8667
2022,Gross Revenue,Australia,ASP OU,Packaged Water,2,4.1680,5.8149
2022,Gross Revenue,Thailand,ASP OU,Packaged Water,2,4.0077,130.5098
2022,Gross Revenue,Indonesia,ASP OU,Packaged Water,2,0.4799,6885.8654
2022,Gross Revenue,Philippines,ASP OU,Packaged Water,2,13.6549,704.0343
2022,Gross Revenue,Viet Nam,ASP OU,Packaged Water,2,0.6951,15852.7240
2022,Gross Revenue,ASP OU,ASP OU,Enhanced Water Beverages,2,9.6568,546.1117
2022,Gross Revenue,ASPOU Non-T40,ASP OU,Enhanced Water Beverages,2,-0.0328,-0.0328
2022,Gross Revenue,ASPOU Non-T40,ASP OU,Enhanced Water Beverages,2,3.1635,5.6201
2022,Gross Revenue,Australia,ASP OU,Enhanced Water Beverages,2,5.7378,7.9371
2022,Gross Revenue,Thailand,ASP OU,Enhanced Water Beverages,2,0.7658,24.7883
2022,Gross Revenue,Indonesia,ASP OU,Enhanced Water Beverages,2,0.0000,0.0000
2022,Gross Revenue,Philippines,ASP OU,Enhanced Water Beverages,2,0.0000,0.0011
2022,Gross Revenue,Viet Nam,ASP OU,Enhanced Water Beverages,2,0.0224,507.7978
2022,Gross Revenue,ASP OU,ASP OU,Advanced Hydration,2,38.3087,10557.3080
2022,Gross Revenue,ASPOU Non-T40,ASP OU,Advanced Hydration,2,-0.1237,-0.1237
2022,Gross Revenue,ASPOU Non-T40,ASP OU,Advanced Hydration,2,6.9775,34.5306
2022,Gross Revenue,Australia,ASP OU,Advanced Hydration,2,30.6831,42.4620
2022,Gross Revenue,Thailand,ASP OU,Advanced Hydration,2,0.0000,0.0000
2022,Gross Revenue,Indonesia,ASP OU,Advanced Hydration,2,-0.0001,-0.7240
2022,Gross Revenue,Philippines,ASP OU,Advanced Hydration,2,0.3130,16.1633
2022,Gross Revenue,Viet Nam,ASP OU,Advanced Hydration,2,0.4588,10464.9997
2022,Gross Revenue,ASP OU,ASP OU,RTD Coffee,2,4.1812,2504.4543
2022,Gross Revenue,ASPOU Non-T40,ASP OU,RTD Coffee,2,-0.0117,-0.0117
2022,Gross Revenue,ASPOU Non-T40,ASP OU,RTD Coffee,2,1.4951,2.2240
2022,Gross Revenue,Australia,ASP OU,RTD Coffee,2,2.5883,3.5887
2022,Gross Revenue,Thailand,ASP OU,RTD Coffee,2,0.0000,0.0000
2022,Gross Revenue,Indonesia,ASP OU,RTD Coffee,2,0.0000,0.0000
2022,Gross Revenue,Philippines,ASP OU,RTD Coffee,2,0.0000,0.0000
2022,Gross Revenue,Viet Nam,ASP OU,RTD Coffee,2,0.1095,2498.6533
2022,Gross Revenue,ASP OU,ASP OU,Tea,2,33.1874,196254.8806
2022,Gross Revenue,ASPOU Non-T40,ASP OU,Tea,2,-0.3423,-0.3423
2022,Gross Revenue,ASPOU Non-T40,ASP OU,Tea,2,7.3338,23.5939
2022,Gross Revenue,Australia,ASP OU,Tea,2,12.7105,17.5768
2022,Gross Revenue,Thailand,ASP OU,Tea,2,0.0723,2.3620
2022,Gross Revenue,Indonesia,ASP OU,Tea,2,11.0215,159264.5448
2022,Gross Revenue,Philippines,ASP OU,Tea,2,0.7742,39.9612
2022,Gross Revenue,Viet Nam,ASP OU,Tea,2,1.6174,36907.1841
2022,Gross Revenue,ASP OU,ASP OU,Juice Drinks,2,28.2408,118626.4110
2022,Gross Revenue,ASPOU Non-T40,ASP OU,Juice Drinks,2,-0.2823,-0.2823
2022,Gross Revenue,ASPOU Non-T40,ASP OU,Juice Drinks,2,11.7419,792.7008
2022,Gross Revenue,Australia,ASP OU,Juice Drinks,2,0.3117,0.4390
2022,Gross Revenue,Thailand,ASP OU,Juice Drinks,2,0.5306,17.2614
2022,Gross Revenue,Indonesia,ASP OU,Juice Drinks,2,5.7529,83191.6558
2022,Gross Revenue,Philippines,ASP OU,Juice Drinks,2,8.6883,448.4366
2022,Gross Revenue,Viet Nam,ASP OU,Juice Drinks,2,1.4976,34176.1997
2022,Gross Revenue,ASP OU,ASP OU,Juices/Nectars,2,10.9035,206.7183
2022,Gross Revenue,ASPOU Non-T40,ASP OU,Juices/Nectars,2,-0.0607,-0.0607
2022,Gross Revenue,ASPOU Non-T40,ASP OU,Juices/Nectars,2,5.5748,49.1339
2022,Gross Revenue,Australia,ASP OU,Juices/Nectars,2,0.5768,0.8055
2022,Gross Revenue,Thailand,ASP OU,Juices/Nectars,2,4.8126,156.8396
2022,Gross Revenue,Indonesia,ASP OU,Juices/Nectars,2,0.0000,0.0000
2022,Gross Revenue,Philippines,ASP OU,Juices/Nectars,2,0.0000,0.0000
2022,Gross Revenue,Viet Nam,ASP OU,Juices/Nectars,2,0.0000,0.0000
2022,Gross Revenue,ASP OU,ASP OU,Dairy Beverages,2,23.0971,321447.5123
2022,Gross Revenue,ASPOU Non-T40,ASP OU,Dairy Beverages,2,-0.1341,-0.1341
2022,Gross Revenue,ASPOU Non-T40,ASP OU,Dairy Beverages,2,2.1283,294.9419
2022,Gross Revenue,Australia,ASP OU,Dairy Beverages,2,1.7052,2.3644
2022,Gross Revenue,Thailand,ASP OU,Dairy Beverages,2,0.0010,0.0010
2022,Gross Revenue,Indonesia,ASP OU,Dairy Beverages,2,4.0116,58006.5365
2022,Gross Revenue,Philippines,ASP OU,Dairy Beverages,2,3.8601,199.5730
